feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,clip1,clip2,gaind,gainf,cdel,cbyp,x0,y0,mod_ampl,ngain,nbfbk,ncgain,rate_gain,noise_attack,fbk,tfbk,resonator_attack,attack_time,decay_time,sustain_level,release_time,initial_level
0.01,0.01,0.55426943,0.01,-398.98,149.81134,45.626736,-26.822948,-36.347874,-11.633636,-1.6680616,-17.130697,-30.503244,-20.63675,-1.4485124,-0.190094,-19.861746,0.0016797488,0.0013449843,0.0012897096,0.0031387925,0.016745104,0.005079397,0.0018610152,0.010428938,0.25418484,1.0,0.383122,0.01420994,655.9796,675.27026,0.039242096,0.40357852,0.373,0.415,0.42,0.339,2.88,9.551,0.523,0.517,0.352,0.651,0.635,0.703,0.923,0.452,0.374,0.557,0.066,0.284,0.783,0.48,2.211,0.268
0.01,0.01,0.55420375,0.01,-395.72272,147.7626,45.01528,-27.12185,-36.71458,-11.629686,-1.0686395,-16.38287,-30.236221,-20.97796,-1.9835978,-0.49579194,-19.899284,0.0018627881,0.0014560247,0.001360924,0.0032081597,0.01677211,0.004951508,0.001694522,0.010163897,0.25353202,1.0,0.3840161,0.01455918,704.2631,744.14307,0.039230872,0.4035844,0.556,0.627,0.135,0.231,8.662,2.261,0.031,0.196,0.227,0.641,0.058,0.232,0.437,0.474,0.274,0.742,0.017,0.21,0.043,0.83,1.83,0.895
0.01,0.01,0.5542591,0.01,-397.66193,149.21204,45.47209,-27.071424,-36.612206,-11.519137,-1.1769931,-16.695183,-30.472733,-20.913034,-1.6814076,-0.2137807,-19.824362,0.001652895,0.0013190546,0.0012665543,0.0031045664,0.016718728,0.005083393,0.0018570125,0.0104365,0.254161,1.0,0.38312587,0.0141582405,668.8458,698.6493,0.03922526,0.40363777,0.205,0.431,0.963,0.982,4.788,9.523,0.789,0.249,0.622,0.571,0.095,0.152,0.48,0.431,0.129,0.708,0.23,0.49,0.696,0.493,0.47,0.007
0.01,0.01,0.5542404,0.01,-398.44537,149.8253,45.660698,-27.217571,-36.789005,-11.485611,-0.9693808,-16.530449,-30.475,-21.003082,-1.723149,-0.18697323,-19.809572,0.0016390898,0.0013115401,0.0012654888,0.0031174715,0.016750628,0.0050876704,0.0018672481,0.010472399,0.2542096,1.0,0.3830634,0.014130625,659.2855,681.86743,0.039236486,0.40357313,0.211,0.948,0.492,0.865,1.726,1.17,0.361,0.227,0.253,0.646,0.577,0.665,0.783,0.155,0.328,0.065,0.005,0.241,0.837,0.797,2.727,0.75
0.01,0.01,0.5540326,0.01,-396.5625,148.35736,45.379055,-27.080065,-36.844646,-11.692468,-1.0022677,-16.329906,-30.311756,-21.097095,-1.9717507,-0.33119,-19.76269,0.0017481232,0.001381489,0.00130974,0.003148594,0.016715819,0.0050013936,0.0017663593,0.010280059,0.2538131,1.0,0.38355145,0.014333293,687.9522,726.21497,0.039219648,0.40373707,0.529,0.69,0.533,0.232,1.463,1.345,0.635,0.478,0.238,0.529,0.16,0.854,0.222,0.248,0.023,0.372,0.055,0.33,0.948,0.805,4.682,0.93
0.01,0.01,0.5542514,0.01,-399.08798,149.92711,45.64169,-26.830738,-36.344383,-11.615012,-1.6512451,-17.125362,-30.506393,-20.634998,-1.4333454,-0.1660679,-19.842009,0.001679149,0.0013447365,0.0012897532,0.0031396574,0.01674599,0.005079114,0.0018607846,0.010429901,0.25418675,1.0,0.3831199,0.014209593,654.6836,672.3442,0.039230872,0.4035788,0.222,0.778,0.904,0.791,1.999,5.762,0.733,0.514,0.34,0.343,0.423,0.298,0.684,0.45,0.171,0.353,0.329,0.255,0.898,0.435,2.33,0.277
0.01,0.01,0.554197,0.01,-395.60217,147.63373,44.93509,-27.141777,-36.708523,-11.641103,-1.1028916,-16.409307,-30.235819,-20.970797,-1.9999064,-0.5349881,-19.930588,0.001883622,0.00146954,0.0013701286,0.0032179358,0.01677028,0.0049328683,0.0016749217,0.010130089,0.25346047,1.0,0.38410565,0.014597755,707.33185,747.2195,0.039242096,0.40358615,0.156,0.582,0.927,0.863,8.611,1.98,0.007,0.536,0.364,0.409,0.082,0.42,0.262,0.053,0.071,0.593,0.339,0.239,0.763,0.427,3.392,0.917
0.01,0.01,0.5542726,0.01,-397.5638,149.15909,45.46689,-27.030046,-36.56582,-11.507874,-1.1979218,-16.711487,-30.45903,-20.880735,-1.6580542,-0.20748244,-19.819202,0.001657001,0.0013218175,0.0012679376,0.003104541,0.016719284,0.005084553,0.0018566141,0.0104323,0.25415412,1.0,0.3831352,0.014165767,670.0661,700.5769,0.03922526,0.40363294,0.74,0.55,0.851,0.211,6.835,3.739,0.236,0.742,0.862,0.003,0.454,0.179,0.252,0.126,0.723,0.496,0.004,0.436,0.799,0.384,0.102,0.153
0.01,0.01,0.5542402,0.01,-398.702,149.98926,45.689804,-27.27657,-36.85257,-11.498237,-0.94400054,-16.516697,-30.495985,-21.035633,-1.7391624,-0.18951723,-19.82073,0.0016365307,0.0013100138,0.001265377,0.0031195064,0.016752087,0.005086637,0.0018696311,0.010477637,0.2542192,1.0,0.38304693,0.014122543,656.75586,677.0283,0.039236486,0.40357292,0.259,0.176,0.67,0.878,4.557,5.689,0.889,0.386,0.747,0.527,0.263,0.439,0.249,0.187,0.789,0.84,0.162,0.375,0.019,0.481,3.764,0.254
0.01,0.01,0.5540429,0.01,-396.75092,148.505,45.476635,-27.05329,-36.856434,-11.685928,-0.9588532,-16.284986,-30.301416,-21.110552,-1.9697372,-0.300212,-19.731733,0.0017337243,0.0013719106,0.0013035403,0.0031430433,0.016717182,0.0050131762,0.0017809033,0.010304861,0.2538664,1.0,0.38348097,0.014303119,684.66156,722.26416,0.03922526,0.40374032,0.365,0.498,0.552,0.852,1.937,4.979,0.074,0.523,0.336,0.45,0.076,0.206,0.264,0.399,0.881,0.564,0.124,0.316,0.948,0.876,0.68,0.672
0.01,0.01,0.5542406,0.01,-399.23724,150.04597,45.618103,-26.891663,-36.38465,-11.617015,-1.6487865,-17.130163,-30.525385,-20.652739,-1.4453185,-0.17376791,-19.852118,0.0016791391,0.001345047,0.0012903338,0.0031408933,0.016747065,0.0050790054,0.0018614436,0.010430776,0.2541892,1.0,0.38311556,0.014208729,653.1443,668.9257,0.039236486,0.4035782,0.417,0.814,0.287,0.425,9.587,4.267,0.403,0.288,0.936,0.945,0.811,0.917,0.973,0.416,0.587,0.664,0.386,0.48,0.169,0.447,0.752,0.567
0.01,0.01,0.55420494,0.01,-395.47385,147.54146,44.89117,-27.127987,-36.67187,-11.622509,-1.1064286,-16.407303,-30.211397,-20.942469,-1.9980613,-0.558689,-19.947618,0.0019021699,0.0014820423,0.0013787092,0.0032273943,0.016767282,0.0049128593,0.0016539654,0.0100956885,0.25338873,1.0,0.38419697,0.014634803,710.27203,750.1319,0.039230872,0.40358806,0.341,0.976,0.67,0.875,0.562,1.159,0.919,0.777,0.125,0.545,0.085,0.466,0.592,0.494,0.119,0.164,0.423,0.47,0.985,0.924,3.62,0.927
0.01,0.01,0.5542447,0.01,-397.52112,149.08359,45.436752,-27.019432,-36.557358,-11.53742,-1.2559377,-16.759375,-30.473476,-20.873005,-1.6516289,-0.21061794,-19.822376,0.0016591388,0.0013234896,0.0012686838,0.0031044201,0.016719664,0.0050850455,0.0018547241,0.010428325,0.25414884,1.0,0.38314566,0.014172667,670.975,701.806,0.039230872,0.4036283,0.309,0.76,0.636,0.225,2.731,6.675,0.628,0.988,0.242,0.649,0.295,0.512,0.444,0.234,0.84,0.304,0.207,0.326,0.635,0.591,2.718,0.906
0.01,0.01,0.55424047,0.01,-398.97705,150.21062,45.76367,-27.292282,-36.87559,-11.477985,-0.8934426,-16.483948,-30.500605,-21.049822,-1.7291133,-0.15923734,-19.801558,0.0016322989,0.0013075024,0.0012644347,0.0031208748,0.016752906,0.0050849766,0.0018701169,0.010482413,0.2542283,1.0,0.38303566,0.014115599,654.068,671.5637,0.03924771,0.40357357,0.156,0.505,0.3,0.496,6.842,3.262,0.131,0.68,0.384,0.999,0.681,0.424,0.579,0.481,0.51,0.648,0.027,0.1,0.889,0.714,1.9,0.592
0.01,0.01,0.5540439,0.01,-396.98492,148.61876,45.547104,-27.054373,-36.90732,-11.728503,-0.9634284,-16.279245,-30.32382,-21.151031,-1.9819506,-0.2688535,-19.698141,0.0017180487,0.0013616857,0.0012969399,0.0031375245,0.016717825,0.0050229495,0.0017928546,0.01032776,0.2539159,1.0,0.383419,0.014275016,681.32776,717.92596,0.03922526,0.4037437,0.168,0.526,0.427,0.551,1.776,8.784,0.992,0.743,0.031,0.079,0.203,0.45,0.017,0.185,0.415,0.381,0.213,0.157,0.167,0.535,3.542,0.908
0.01,0.01,0.5542395,0.01,-399.4267,150.24821,45.628292,-26.916937,-36.372726,-11.582751,-1.6157725,-17.120676,-30.528643,-20.651825,-1.4285661,-0.15076488,-19.837328,0.0016792872,0.0013454796,0.0012910396,0.0031423816,0.016748331,0.005078913,0.0018625251,0.010432143,0.2541916,1.0,0.38311106,0.014208188,651.1402,664.41364,0.039230872,0.40357804,0.796,0.985,0.941,0.264,0.955,0.873,0.732,0.577,0.64,0.001,0.411,0.865,0.346,0.16,0.368,0.806,0.054,0.485,0.79,0.403,3.316,0.451
0.01,0.01,0.5542138,0.01,-395.37122,147.42162,44.816025,-27.148775,-36.669235,-11.633617,-1.133156,-16.422112,-30.2022,-20.933378,-2.018214,-0.6050544,-19.984638,0.0019237578,0.0014958776,0.0013883248,0.0032375404,0.016764425,0.004892926,0.0016337746,0.010060718,0.25331524,1.0,0.38428468,0.014672415,713.18567,752.9406,0.039236486,0.4035898,0.17,0.603,0.616,0.654,0.353,9.605,0.781,0.741,0.171,0.544,0.614,0.57,0.261,0.03,0.419,0.524,0.086,0.237,0.72,0.776,1.484,0.178
0.01,0.01,0.5542402,0.01,-397.47403,149.05608,45.434677,-26.988874,-36.52239,-11.53028,-1.2753181,-16.774357,-30.461916,-20.844534,-1.6321132,-0.20969118,-19.824703,0.0016631869,0.0013261471,0.0012702433,0.003105381,0.016720891,0.005086057,0.0018551688,0.010425135,0.25414473,1.0,0.38315058,0.014178834,671.6031,702.7676,0.03922526,0.40362328,0.73,0.872,0.511,0.988,0.852,0.346,0.334,0.381,0.363,0.549,0.523,0.765,0.948,0.249,0.546,0.703,0.325,0.061,0.802,0.995,3.497,0.532
0.01,0.01,0.5542529,0.01,-399.2981,150.44385,45.800144,-27.35765,-36.93566,-11.478085,-0.85605854,-16.465054,-30.519869,-21.078262,-1.7390618,-0.15945531,-19.814291,0.0016297321,0.0013060033,0.0012642603,0.0031225048,0.016753864,0.0050836797,0.0018716061,0.01048671,0.25423735,1.0,0.38302168,0.014108509,651.2725,665.5913,0.039236486,0.4035734,0.619,0.762,0.382,0.622,9.645,4.504,0.765,0.313,0.45,0.428,0.99,0.991,0.847,0.291,0.16,0.363,0.397,0.424,0.943,0.475,0.096,0.801
0.01,0.01,0.55401623,0.01,-397.20258,148.76791,45.641674,-27.03523,-36.93322,-11.739604,-0.93528986,-16.244427,-30.320354,-21.168953,-1.9805532,-0.2346753,-19.663797,0.0017045316,0.0013530374,0.0012914478,0.0031331414,0.016718714,0.005031913,0.0018044264,0.010348898,0.2539618,1.0,0.3833593,0.014248658,678.01495,713.32184,0.039219648,0.4037462,0.982,0.18,0.656,0.487,8.058,1.6,0.309,0.329,0.318,0.7,0.811,0.284,0.316,0.267,0.853,0.565,0.368,0.09,0.592,0.876,1.127,0.978
0.01,0.01,0.55424243,0.01,-399.7026,150.48302,45.60461,-26.975664,-36.390713,-11.569711,-1.6039013,-17.133053,-30.549875,-20.671385,-1.4287496,-0.14448032,-19.834532,0.0016783074,0.0013453047,0.001291348,0.0031437178,0.016749328,0.005078143,0.0018621692,0.010433426,0.25419545,1.0,0.38310736,0.014207236,648.69244,658.53595,0.039236486,0.4035777,0.672,0.709,0.63,0.21,2.055,5.038,0.725,0.512,0.255,0.968,0.734,0.655,0.868,0.307,0.803,0.599,0.486,0.104,0.063,0.997,4.254,0.699
0.01,0.01,0.55420583,0.01,-395.2805,147.32521,44.771587,-27.142042,-36.65142,-11.639019,-1.1549659,-16.42929,-30.18245,-20.910812,-2.0219784,-0.63041043,-19.999483,0.0019412586,0.0015074296,0.0013962378,0.0032465472,0.016760234,0.004872431,0.0016130095,0.010026619,0.25324333,1.0,0.38437372,0.014708082,715.81555,755.24054,0.039236486,0.40359256,0.811,0.549,0.495,0.791,7.014,4.096,0.921,0.426,0.869,0.404,0.38,0.553,0.588,0.484,0.143,0.054,0.378,0.279,0.795,0.944,4.538,0.289
0.01,0.01,0.55424064,0.01,-397.47452,149.01903,45.427784,-26.962912,-36.499237,-11.545397,-1.3243542,-16.820667,-30.47714,-20.83244,-1.6141437,-0.19796126,-19.817017,0.0016651038,0.0013276861,0.0012712039,0.0031062665,0.016721662,0.005085956,0.0018538085,0.010422289,0.25414184,1.0,0.38315788,0.014184745,671.91693,703.23,0.039230872,0.40361932,0.12,0.924,0.822,0.168,7.547,6.885,0.189,0.781,0.806,0.391,0.933,0.97,0.192,0.23,0.645,0.125,0.319,0.27,0.116,0.607,3.735,0.302
0.01,0.01,0.5542684,0.01,-399.66153,150.72693,45.854897,-27.403645,-36.978027,-11.469975,-0.8170953,-16.444258,-30.534166,-21.09788,-1.7336849,-0.13689885,-19.805534,0.0016270691,0.0013045124,0.0012638681,0.0031239672,0.016754786,0.0050826236,0.0018729693,0.010491132,0.25424537,1.0,0.3830104,0.014102896,648.3605,658.7811,0.039242096,0.40357387,0.202,0.521,0.941,0.712,0.07,0.861,0.874,0.003,0.144,0.653,0.06,0.544,0.177,0.351,0.871,0.778,0.334,0.144,0.183,0.793,4.786,0.947
0.01,0.01,0.55401075,0.01,-397.4383,148.90997,45.72542,-27.026817,-36.968597,-11.759357,-0.9139388,-16.21466,-30.323647,-21.1975,-1.9889235,-0.20610133,-19.635187,0.0016921719,0.0013451949,0.0012866616,0.0031294054,0.016719516,0.0050393497,0.0018147422,0.0103682475,0.25400364,1.0,0.38330466,0.014224397,674.7577,708.7424,0.03922526,0.40374833,0.459,0.803,0.747,0.412,8.618,1.771,0.616,0.02,0.955,0.162,0.513,0.943,0.749,0.03,0.571,0.689,0.034,0.314,0.564,0.85,4.235,0.735
0.01,0.01,0.554256,0.01,-400.0165,150.78586,45.56578,-27.03941,-36.395504,-11.549379,-1.5816252,-17.131025,-30.561436,-20.675652,-1.4311769,-0.13946804,-19.841694,0.0016789414,0.0013460084,0.0012922557,0.003145358,0.016750732,0.0050783944,0.0018640091,0.010434865,0.2541984,1.0,0.3831012,0.014206409,646.0532,651.8072,0.039230872,0.40357694,0.709,0.502,0.521,0.494,7.108,5.847,0.435,0.352,0.415,0.399,0.584,0.542,0.7,0.187,0.282,0.726,0.081,0.251,0.448,0.338,3.817,0.43
0.01,0.01,0.5541792,0.01,-395.19263,147.23085,44.719273,-27.148203,-36.641216,-11.641163,-1.1666596,-16.425152,-30.154657,-20.888142,-2.0353136,-0.6735251,-20.032808,0.0019614089,0.0015201946,0.0014051743,0.0032559878,0.016755823,0.004851854,0.0015926128,0.009992277,0.2531721,1.0,0.38445655,0.014742611,718.4004,757.4775,0.039236486,0.40359467,0.513,0.487,0.663,0.949,5.477,0.556,0.193,0.604,0.934,0.315,0.747,0.498,0.927,0.308,0.652,0.732,0.244,0.284,0.717,0.755,4.557,0.333
0.01,0.01,0.5542457,0.01,-397.49374,148.99973,45.418304,-26.949097,-36.481796,-11.553704,-1.3594635,-16.85508,-30.486824,-20.821287,-1.6042168,-0.202671,-19.827496,0.0016680132,0.001329978,0.0012728217,0.0031079445,0.01672301,0.0050861137,0.0018539461,0.010420057,0.25414053,1.0,0.38316017,0.014189514,671.9024,703.2232,0.039236486,0.40361488,0.603,0.792,0.953,0.245,4.206,2.84,0.639,0.564,0.712,0.575,0.806,0.324,0.905,0.496,0.608,0.839,0.091,0.184,0.149,0.674,3.645,0.764
0.01,0.01,0.55425394,0.01,-400.0726,151.06502,45.897217,-27.46058,-37.017056,-11.454579,-0.7753554,-16.425259,-30.547422,-21.10982,-1.7216487,-0.11755913,-19.803669,0.0016236998,0.0013027076,0.0012633378,0.003125103,0.016755383,0.0050812466,0.0018733708,0.010494799,0.2542533,1.0,0.3830007,0.014097199,645.3614,650.9574,0.039242096,0.40357432,0.681,0.346,0.493,0.736,1.381,8.201,0.253,0.162,0.933,0.258,0.672,0.137,0.963,0.5,0.154,0.012,0.299,0.498,0.237,0.628,1.317,0.163
0.01,0.01,0.5540119,0.01,-397.6876,149.05228,45.79483,-27.032824,-37.0088,-11.780648,-0.9034316,-16.206083,-30.344843,-21.229694,-1.9932485,-0.1784332,-19.613108,0.0016792229,0.0013371961,0.0012817375,0.0031259998,0.016720152,0.005045632,0.0018232677,0.010386,0.2540423,1.0,0.3832564,0.014201777,671.50836,703.8609,0.03922526,0.4037501,0.394,0.316,0.69,0.797,4.359,8.227,0.936,0.345,0.939,0.086,0.84,0.973,0.524,0.336,0.331,0.378,0.249,0.146,0.814,0.737,0.075,0.578
0.01,0.01,0.5542715,0.01,-400.4596,151.22018,45.507057,-27.086979,-36.380623,-11.525006,-1.5704844,-17.131338,-30.56774,-20.675016,-1.4175587,-0.12028904,-19.826294,0.001678031,0.0013457867,0.0012924825,0.003146544,0.01675142,0.0050776354,0.0018635679,0.010436256,0.25420174,1.0,0.38309923,0.01420606,642.8257,642.45935,0.039236486,0.40357673,0.641,0.624,0.14,0.658,4.29,3.108,0.675,0.62,0.415,0.832,0.397,0.746,0.071,0.22,0.853,0.196,0.033,0.3,0.538,0.468,0.832,0.657
0.01,0.01,0.5541734,0.01,-395.1397,147.11893,44.66074,-27.156252,-36.63972,-11.663772,-1.2044711,-16.446766,-30.150833,-20.881348,-2.051133,-0.70856607,-20.05613,0.0019785105,0.0015311013,0.0014126342,0.0032646556,0.016751,0.004832017,0.0015731568,0.009959714,0.25310346,1.0,0.38453713,0.014775497,720.7834,759.5859,0.039230872,0.40359777,0.476,0.575,0.803,0.77,5.458,4.45,0.61,0.011,0.547,0.663,0.235,0.191,0.595,0.011,0.658,0.895,0.307,0.047,0.403,0.717,2.381,0.167
0.01,0.01,0.55425936,0.01,-397.5219,149.021,45.440174,-26.912231,-36.44812,-11.549703,-1.3825837,-16.874617,-30.479322,-20.79367,-1.5788687,-0.18863934,-19.817009,0.0016702197,0.0013318959,0.0012744047,0.00311006,0.01672455,0.005085714,0.0018538433,0.010418547,0.25414076,1.0,0.3831615,0.01419388,671.5692,702.9031,0.039230872,0.40361127,0.373,0.281,0.382,0.511,2.749,3.304,0.581,0.34,0.253,0.772,0.852,0.963,0.397,0.168,0.548,0.006,0.082,0.377,0.643,0.42,4.263,0.116
0.01,0.01,0.55423963,0.01,-400.5582,151.45473,45.892048,-27.5517,-37.074154,-11.456005,-0.75031865,-16.42019,-30.572144,-21.134516,-1.7255235,-0.11522553,-19.816744,0.0016225158,0.0013021056,0.0012634599,0.0031264285,0.016756408,0.005080914,0.0018752192,0.01049835,0.25426006,1.0,0.38298953,0.014092623,642.32983,642.34,0.039242096,0.4035744,0.219,0.219,0.989,0.449,8.418,2.759,0.463,0.194,0.376,0.635,0.359,0.307,0.065,0.244,0.065,0.636,0.182,0.07,0.348,0.907,1.165,0.233
0.01,0.01,0.55401593,0.01,-397.91412,149.23076,45.87371,-27.030348,-37.020493,-11.759864,-0.8576304,-16.174786,-30.345436,-21.237436,-1.9806687,-0.15389134,-19.605917,0.0016697788,0.0013310291,0.0012781204,0.0031237772,0.016721101,0.0050511654,0.0018321276,0.010402003,0.25407717,1.0,0.38320902,0.014181167,668.3482,698.9751,0.03922526,0.40375093,0.582,0.904,0.317,0.927,6.504,3.614,0.352,0.286,0.877,0.54,0.204,0.156,0.405,0.281,0.618,0.625,0.416,0.358,0.03,0.849,3.967,0.928
0.01,0.01,0.5542469,0.01,-400.96225,151.69424,45.38414,-27.196022,-36.348583,-11.568432,-1.5470709,-17.160858,-30.573029,-20.69354,-1.4229565,-0.1352892,-19.83691,0.0016786442,0.0013464008,0.0012932373,0.0031478351,0.01675232,0.0050777523,0.0018648991,0.01043735,0.25420424,1.0,0.3830949,0.014205612,639.55634,631.3964,0.039230872,0.40357587,0.368,0.787,0.562,0.782,4.489,6.759,0.443,0.857,0.334,0.352,0.103,0.556,0.008,0.468,0.032,0.803,0.297,0.474,0.575,0.341,0.547,0.589
0.01,0.01,0.5541693,0.01,-395.08,147.03491,44.62396,-27.14587,-36.61515,-11.655475,-1.2102993,-16.441679,-30.126232,-20.860676,-2.0584357,-0.74018264,-20.078293,0.001994294,0.0015415121,0.0014199783,0.003272747,0.01674558,0.0048124157,0.0015541898,0.009928651,0.25303888,1.0,0.38461155,0.014804591,722.9885,761.4043,0.039236486,0.40360072,0.219,0.112,0.323,0.664,3.875,9.757,0.612,0.509,0.294,0.532,0.205,0.435,0.853,0.308,0.835,0.993,0.15,0.181,0.302,0.773,1.381,0.212
